Notes,State,State Code,Year of Death,Year of Death Code,Age of Mother,Age of Mother Code,Deaths,Births,Death Rate
,South Carolina,45,2010,2010,35-39 years,35-39,33,5170,6.38
,South Carolina,45,2010,2010,40-44 years,40-44,11,1122,9.8
,South Carolina,45,2011,2011,15-19 years,15-19,53,6026,8.8
,South Carolina,45,2011,2011,20-24 years,20-24,162,16163,10.02
,South Carolina,45,2011,2011,25-29 years,25-29,87,16408,5.3
,South Carolina,45,2011,2011,30-34 years,30-34,64,12390,5.17
,South Carolina,45,2011,2011,35-39 years,35-39,43,5152,8.35
,South Carolina,45,2012,2012,15-19 years,15-19,58,5537,10.47
,South Carolina,45,2012,2012,20-24 years,20-24,130,16161,8.04
,South Carolina,45,2012,2012,25-29 years,25-29,108,16141,6.69
,South Carolina,45,2012,2012,30-34 years,30-34,87,12789,6.8
,South Carolina,45,2012,2012,35-39 years,35-39,36,5308,6.78
,South Carolina,45,2013,2013,15-19 years,15-19,38,4763,7.98
,South Carolina,45,2013,2013,20-24 years,20-24,111,15624,7.1
,South Carolina,45,2013,2013,25-29 years,25-29,108,16443,6.57
,South Carolina,45,2013,2013,30-34 years,30-34,86,13296,6.47
,South Carolina,45,2013,2013,35-39 years,35-39,37,5456,6.78
,South Carolina,45,2014,2014,15-19 years,15-19,32,4297,7.45
,South Carolina,45,2014,2014,20-24 years,20-24,109,15414,7.07
,South Carolina,45,2014,2014,25-29 years,25-29,110,17118,6.43
,South Carolina,45,2014,2014,30-34 years,30-34,73,13788,5.29
,South Carolina,45,2014,2014,35-39 years,35-39,28,5701,4.91
,South Carolina,45,2014,2014,40-44 years,40-44,14,1180,11.86
,South Dakota,46,2007,2007,15-19 years,15-19,12,1191,10.08
,South Dakota,46,2007,2007,20-24 years,20-24,18,3310,5.44
,South Dakota,46,2007,2007,25-29 years,25-29,22,4096,5.37
,South Dakota,46,2007,2007,30-34 years,30-34,14,2490,5.62
,South Dakota,46,2008,2008,15-19 years,15-19,13,1117,11.64
,South Dakota,46,2008,2008,20-24 years,20-24,32,3252,9.84
,South Dakota,46,2008,2008,25-29 years,25-29,36,3988,9.03
,South Dakota,46,2008,2008,30-34 years,30-34,13,2551,5.1
,South Dakota,46,2009,2009,15-19 years,15-19,12,1092,10.99
,South Dakota,46,2009,2009,20-24 years,20-24,23,3157,7.29
,South Dakota,46,2009,2009,25-29 years,25-29,22,3906,5.63
,South Dakota,46,2009,2009,30-34 years,30-34,16,2598,6.16
,South Dakota,46,2010,2010,15-19 years,15-19,14,975,14.36
,South Dakota,46,2010,2010,20-24 years,20-24,25,2991,8.36
,South Dakota,46,2010,2010,25-29 years,25-29,20,4037,4.95
,South Dakota,46,2010,2010,30-34 years,30-34,17,2645,6.43
,South Dakota,46,2011,2011,15-19 years,15-19,11,964,11.41
,South Dakota,46,2011,2011,20-24 years,20-24,17,2883,5.9
,South Dakota,46,2011,2011,25-29 years,25-29,19,4026,4.72
,South Dakota,46,2011,2011,30-34 years,30-34,12,2741,4.38
,South Dakota,46,2011,2011,35-39 years,35-39,12,991,12.11
,South Dakota,46,2012,2012,20-24 years,20-24,32,2952,10.84
,South Dakota,46,2012,2012,25-29 years,25-29,30,4108,7.3
,South Dakota,46,2012,2012,30-34 years,30-34,22,2910,7.56
,South Dakota,46,2013,2013,20-24 years,20-24,19,2887,6.58
,South Dakota,46,2013,2013,25-29 years,25-29,33,4185,7.89
,South Dakota,46,2013,2013,35-39 years,35-39,10,1124,8.9
,South Dakota,46,2014,2014,20-24 years,20-24,25,2778,9
,South Dakota,46,2014,2014,25-29 years,25-29,16,4162,3.84
,South Dakota,46,2014,2014,30-34 years,30-34,18,3251,5.54
,Tennessee,47,2007,2007,15-19 years,15-19,129,11260,11.46
,Tennessee,47,2007,2007,20-24 years,20-24,256,26044,9.83
,Tennessee,47,2007,2007,25-29 years,25-29,166,24498,6.78
,Tennessee,47,2007,2007,30-34 years,30-34,91,16016,5.68
,Tennessee,47,2007,2007,35-39 years,35-39,66,7274,9.07
,Tennessee,47,2008,2008,15-19 years,15-19,138,11157,12.37
,Tennessee,47,2008,2008,20-24 years,20-24,219,25430,8.61
,Tennessee,47,2008,2008,25-29 years,25-29,177,24131,7.33
,Tennessee,47,2008,2008,30-34 years,30-34,87,16067,5.41
,Tennessee,47,2008,2008,35-39 years,35-39,58,7220,8.03
,Tennessee,47,2008,2008,40-44 years,40-44,16,1334,11.99
,Tennessee,47,2009,2009,15-19 years,15-19,102,10378,9.83
,Tennessee,47,2009,2009,20-24 years,20-24,225,24061,9.35
,Tennessee,47,2009,2009,25-29 years,25-29,157,23260,6.75
,Tennessee,47,2009,2009,30-34 years,30-34,104,15858,6.56
,Tennessee,47,2009,2009,35-39 years,35-39,49,7093,6.91
,Tennessee,47,2009,2009,40-44 years,40-44,15,1338,11.21
,Tennessee,47,2010,2010,15-19 years,15-19,101,9254,10.91
,Tennessee,47,2010,2010,20-24 years,20-24,190,22801,8.33
,Tennessee,47,2010,2010,25-29 years,25-29,161,22880,7.04
,Tennessee,47,2010,2010,30-34 years,30-34,105,16042,6.55
,Tennessee,47,2010,2010,35-39 years,35-39,51,6898,7.39
,Tennessee,47,2010,2010,40-44 years,40-44,17,1422,11.95
,Tennessee,47,2011,2011,15-19 years,15-19,81,8497,9.53
,Tennessee,47,2011,2011,20-24 years,20-24,185,22745,8.13
,Tennessee,47,2011,2011,25-29 years,25-29,170,23105,7.36
,Tennessee,47,2011,2011,30-34 years,30-34,96,16778,5.72
,Tennessee,47,2011,2011,35-39 years,35-39,50,6820,7.33
,Tennessee,47,2012,2012,15-19 years,15-19,75,7910,9.48
,Tennessee,47,2012,2012,20-24 years,20-24,218,23197,9.4
,Tennessee,47,2012,2012,25-29 years,25-29,132,23204,5.69
,Tennessee,47,2012,2012,30-34 years,30-34,97,17405,5.57
,Tennessee,47,2012,2012,35-39 years,35-39,43,7008,6.14
,Tennessee,47,2012,2012,40-44 years,40-44,13,1472,8.83
,Tennessee,47,2013,2013,15-19 years,15-19,62,7105,8.73
,Tennessee,47,2013,2013,20-24 years,20-24,175,22554,7.76
,Tennessee,47,2013,2013,25-29 years,25-29,160,23454,6.82
,Tennessee,47,2013,2013,30-34 years,30-34,99,18059,5.48
,Tennessee,47,2013,2013,35-39 years,35-39,35,7148,4.9
,Tennessee,47,2013,2013,40-44 years,40-44,12,1508,7.96
,Tennessee,47,2014,2014,15-19 years,15-19,65,6756,9.62
,Tennessee,47,2014,2014,20-24 years,20-24,169,22475,7.52
,Tennessee,47,2014,2014,25-29 years,25-29,153,24141,6.34
,Tennessee,47,2014,2014,30-34 years,30-34,99,18911,5.24
,Tennessee,47,2014,2014,35-39 years,35-39,60,7585,7.91
,Tennessee,47,2014,2014,40-44 years,40-44,14,1562,8.96
,Texas,48,2007,2007,15-19 years,15-19,446,54281,8.22
,Texas,48,2007,2007,20-24 years,20-24,750,113169,6.63
,Texas,48,2007,2007,25-29 years,25-29,594,110941,5.35
,Texas,48,2007,2007,30-34 years,30-34,421,81335,5.18
,Texas,48,2007,2007,35-39 years,35-39,268,39052,6.86
,Texas,48,2007,2007,40-44 years,40-44,77,7519,10.24
,Texas,48,2008,2008,15-19 years,15-19,417,54284,7.68
,Texas,48,2008,2008,20-24 years,20-24,704,110268,6.38
,Texas,48,2008,2008,25-29 years,25-29,645,110890,5.82
,Texas,48,2008,2008,30-34 years,30-34,412,81878,5.03
,Texas,48,2008,2008,35-39 years,35-39,235,39123,6.01
,Texas,48,2008,2008,40-44 years,40-44,71,7786,9.12
,Texas,48,2009,2009,15-19 years,15-19,381,52656,7.24
,Texas,48,2009,2009,20-24 years,20-24,706,107412,6.57
,Texas,48,2009,2009,25-29 years,25-29,574,110413,5.2
,Texas,48,2009,2009,30-34 years,30-34,390,82515,4.73
,Texas,48,2009,2009,35-39 years,35-39,247,39485,6.26
,Texas,48,2009,2009,40-44 years,40-44,89,8165,10.9
,Texas,48,2010,2010,15-19 years,15-19,360,47751,7.54
,Texas,48,2010,2010,20-24 years,20-24,690,101142,6.82
,Texas,48,2010,2010,25-29 years,25-29,578,106148,5.45
,Texas,48,2010,2010,30-34 years,30-34,442,82454,5.36
,Texas,48,2010,2010,35-39 years,35-39,209,39107,5.34
,Texas,48,2010,2010,40-44 years,40-44,82,8272,9.91
,Texas,48,2011,2011,15-19 years,15-19,330,42748,7.72
,Texas,48,2011,2011,20-24 years,20-24,555,96806,5.73
,Texas,48,2011,2011,25-29 years,25-29,550,105004,5.24
,Texas,48,2011,2011,30-34 years,30-34,404,84319,4.79
,Texas,48,2011,2011,35-39 years,35-39,219,38817,5.64
,Texas,48,2011,2011,40-44 years,40-44,72,8671,8.3
,Texas,48,2012,2012,15-19 years,15-19,290,40451,7.17
,Texas,48,2012,2012,20-24 years,20-24,608,97675,6.22
,Texas,48,2012,2012,25-29 years,25-29,544,106377,5.11
,Texas,48,2012,2012,30-34 years,30-34,472,87971,5.37
,Texas,48,2012,2012,35-39 years,35-39,230,40180,5.72
,Texas,48,2012,2012,40-44 years,40-44,73,8961,8.15
,Texas,48,2013,2013,15-19 years,15-19,266,37525,7.09
,Texas,48,2013,2013,20-24 years,20-24,623,98630,6.32
,Texas,48,2013,2013,25-29 years,25-29,571,108885,5.24
,Texas,48,2013,2013,30-34 years,30-34,456,90625,5.03
,Texas,48,2013,2013,35-39 years,35-39,246,41310,5.95
,Texas,48,2013,2013,40-44 years,40-44,79,9218,8.57
,Texas,48,2014,2014,15-19 years,15-19,247,35063,7.04
,Texas,48,2014,2014,20-24 years,20-24,627,99733,6.29
,Texas,48,2014,2014,25-29 years,25-29,575,113074,5.09
,Texas,48,2014,2014,30-34 years,30-34,528,97346,5.42
,Texas,48,2014,2014,35-39 years,35-39,269,43993,6.11
,Texas,48,2014,2014,40-44 years,40-44,78,9471,8.24
,Utah,49,2007,2007,15-19 years,15-19,27,3775,7.15
,Utah,49,2007,2007,20-24 years,20-24,76,14833,5.12
,Utah,49,2007,2007,25-29 years,25-29,86,19574,4.39
,Utah,49,2007,2007,30-34 years,30-34,58,11803,4.91
,Utah,49,2007,2007,35-39 years,35-39,22,4278,5.14
,Utah,49,2008,2008,15-19 years,15-19,30,3749,8
,Utah,49,2008,2008,20-24 years,20-24,62,14575,4.25
,Utah,49,2008,2008,25-29 years,25-29,77,19633,3.92
,Utah,49,2008,2008,30-34 years,30-34,47,12432,3.78
,Utah,49,2008,2008,35-39 years,35-39,36,4367,8.24
,Utah,49,2009,2009,15-19 years,15-19,21,3349,6.27
,Utah,49,2009,2009,20-24 years,20-24,71,13431,5.29
,Utah,49,2009,2009,25-29 years,25-29,77,18804,4.09
,Utah,49,2009,2009,30-34 years,30-34,75,12949,5.79
,Utah,49,2009,2009,35-39 years,35-39,31,4490,6.9
,Utah,49,2010,2010,15-19 years,15-19,12,3049,3.94
,Utah,49,2010,2010,20-24 years,20-24,65,12513,5.19
,Utah,49,2010,2010,25-29 years,25-29,83,18217,4.56
,Utah,49,2010,2010,30-34 years,30-34,60,12974,4.62
,Utah,49,2010,2010,35-39 years,35-39,23,4572,5.03
,Utah,49,2011,2011,15-19 years,15-19,21,2542,8.26
,Utah,49,2011,2011,20-24 years,20-24,70,11824,5.92
,Utah,49,2011,2011,25-29 years,25-29,88,17859,4.93
,Utah,49,2011,2011,30-34 years,30-34,70,13331,5.25
,Utah,49,2011,2011,35-39 years,35-39,26,4761,5.46
,Utah,49,2012,2012,15-19 years,15-19,16,2494,6.42
,Utah,49,2012,2012,20-24 years,20-24,65,11669,5.57
,Utah,49,2012,2012,25-29 years,25-29,73,17803,4.1
,Utah,49,2012,2012,30-34 years,30-34,56,13406,4.18
,Utah,49,2012,2012,35-39 years,35-39,26,5129,5.07
,Utah,49,2012,2012,40-44 years,40-44,10,899,11.12
,Utah,49,2013,2013,15-19 years,15-19,20,2254,8.87
,Utah,49,2013,2013,20-24 years,20-24,69,11391,6.06
,Utah,49,2013,2013,25-29 years,25-29,81,17215,4.71
,Utah,49,2013,2013,30-34 years,30-34,66,13727,4.81
,Utah,49,2013,2013,35-39 years,35-39,18,5406,3.33
,Utah,49,2014,2014,15-19 years,15-19,23,2163,10.63
,Utah,49,2014,2014,20-24 years,20-24,50,11309,4.42
,Utah,49,2014,2014,25-29 years,25-29,81,17219,4.7
,Utah,49,2014,2014,30-34 years,30-34,67,13712,4.89
,Utah,49,2014,2014,35-39 years,35-39,21,5710,3.68
,Vermont,50,2007,2007,25-29 years,25-29,13,1864,6.97
,Vermont,50,2008,2008,20-24 years,20-24,12,1472,8.15
,Vermont,50,2008,2008,25-29 years,25-29,10,1809,5.53
,Vermont,50,2009,2009,20-24 years,20-24,10,1406,7.11
,Vermont,50,2009,2009,25-29 years,25-29,14,1735,8.07
,Vermont,50,2011,2011,25-29 years,25-29,10,1705,5.87
,Vermont,50,2013,2013,25-29 years,25-29,11,1676,6.56
,Vermont,50,2014,2014,25-29 years,25-29,10,1735,5.76
,Virginia,51,2007,2007,15-19 years,15-19,97,9200,10.54
,Virginia,51,2007,2007,20-24 years,20-24,245,25752,9.51
,Virginia,51,2007,2007,25-29 years,25-29,184,30070,6.12
,Virginia,51,2007,2007,30-34 years,30-34,162,26186,6.19
,Virginia,51,2007,2007,35-39 years,35-39,116,14387,8.06
,Virginia,51,2007,2007,40-44 years,40-44,30,2972,10.09
,Virginia,51,2008,2008,15-19 years,15-19,92,8801,10.45
,Virginia,51,2008,2008,20-24 years,20-24,218,24845,8.77
,Virginia,51,2008,2008,25-29 years,25-29,184,29583,6.22
,Virginia,51,2008,2008,30-34 years,30-34,137,26010,5.27
,Virginia,51,2008,2008,35-39 years,35-39,80,13949,5.74
,Virginia,51,2008,2008,40-44 years,40-44,20,3171,6.31
,Virginia,51,2009,2009,15-19 years,15-19,80,8228,9.72
,Virginia,51,2009,2009,20-24 years,20-24,219,24075,9.1
,Virginia,51,2009,2009,25-29 years,25-29,184,29155,6.31
,Virginia,51,2009,2009,30-34 years,30-34,155,26407,5.87
,Virginia,51,2009,2009,35-39 years,35-39,92,13769,6.68
,Virginia,51,2009,2009,40-44 years,40-44,17,3070,5.54
,Virginia,51,2010,2010,15-19 years,15-19,75,7374,10.17
,Virginia,51,2010,2010,20-24 years,20-24,188,22876,8.22
,Virginia,51,2010,2010,25-29 years,25-29,175,28907,6.05
,Virginia,51,2010,2010,30-34 years,30-34,157,26894,5.84
,Virginia,51,2010,2010,35-39 years,35-39,73,13468,5.42
,Virginia,51,2010,2010,40-44 years,40-44,34,3164,10.75
,Virginia,51,2011,2011,15-19 years,15-19,63,6524,9.66
,Virginia,51,2011,2011,20-24 years,20-24,195,22090,8.83
,Virginia,51,2011,2011,25-29 years,25-29,172,29022,5.93
,Virginia,51,2011,2011,30-34 years,30-34,149,27694,5.38
,Virginia,51,2011,2011,35-39 years,35-39,87,13748,6.33
,Virginia,51,2011,2011,40-44 years,40-44,26,3262,7.97
,Virginia,51,2012,2012,15-19 years,15-19,56,6076,9.22
,Virginia,51,2012,2012,20-24 years,20-24,177,21821,8.11
,Virginia,51,2012,2012,25-29 years,25-29,174,29001,6
,Virginia,51,2012,2012,30-34 years,30-34,154,28766,5.35
,Virginia,51,2012,2012,35-39 years,35-39,73,13820,5.28
,Virginia,51,2012,2012,40-44 years,40-44,31,3236,9.58
,Virginia,51,2013,2013,15-19 years,15-19,53,5300,10
,Virginia,51,2013,2013,20-24 years,20-24,178,20998,8.48
,Virginia,51,2013,2013,25-29 years,25-29,154,28936,5.32
,Virginia,51,2013,2013,30-34 years,30-34,153,29369,5.21
,Virginia,51,2013,2013,35-39 years,35-39,70,14013,5
,Virginia,51,2013,2013,40-44 years,40-44,23,3247,7.08
,Virginia,51,2014,2014,15-19 years,15-19,32,4859,6.59
,Virginia,51,2014,2014,20-24 years,20-24,147,20191,7.28
,Virginia,51,2014,2014,25-29 years,25-29,160,29241,5.47
,Virginia,51,2014,2014,30-34 years,30-34,149,30465,4.89
,Virginia,51,2014,2014,35-39 years,35-39,74,15017,4.93
,Virginia,51,2014,2014,40-44 years,40-44,20,3218,6.22
,Washington,53,2007,2007,15-19 years,15-19,66,7430,8.88
,Washington,53,2007,2007,20-24 years,20-24,118,21064,5.6
,Washington,53,2007,2007,25-29 years,25-29,99,25557,3.87
,Washington,53,2007,2007,30-34 years,30-34,76,20925,3.63
,Washington,53,2007,2007,35-39 years,35-39,50,11363,4.4
,Washington,53,2007,2007,40-44 years,40-44,18,2367,7.6
,Washington,53,2008,2008,15-19 years,15-19,64,7386,8.67
,Washington,53,2008,2008,20-24 years,20-24,124,21306,5.82
,Washington,53,2008,2008,25-29 years,25-29,134,26345,5.09
,Washington,53,2008,2008,30-34 years,30-34,88,21451,4.1
,Washington,53,2008,2008,35-39 years,35-39,70,11078,6.32
,Washington,53,2009,2009,15-19 years,15-19,62,6866,9.03
,Washington,53,2009,2009,20-24 years,20-24,128,20528,6.24
,Washington,53,2009,2009,25-29 years,25-29,117,26197,4.47
,Washington,53,2009,2009,30-34 years,30-34,79,21957,3.6
,Washington,53,2009,2009,35-39 years,35-39,36,10944,3.29
,Washington,53,2009,2009,40-44 years,40-44,13,2564,5.07
,Washington,53,2010,2010,15-19 years,15-19,37,6002,6.16
,Washington,53,2010,2010,20-24 years,20-24,90,18641,4.83
,Washington,53,2010,2010,25-29 years,25-29,96,25592,3.75
,Washington,53,2010,2010,30-34 years,30-34,95,22491,4.22
,Washington,53,2010,2010,35-39 years,35-39,54,11066,4.88
,Washington,53,2010,2010,40-44 years,40-44,15,2505,5.99
,Washington,53,2011,2011,15-19 years,15-19,42,5530,7.59
,Washington,53,2011,2011,20-24 years,20-24,113,18525,6.1
,Washington,53,2011,2011,25-29 years,25-29,100,25865,3.87
,Washington,53,2011,2011,30-34 years,30-34,81,23162,3.5
,Washington,53,2011,2011,35-39 years,35-39,42,11042,3.8
,Washington,53,2011,2011,40-44 years,40-44,15,2611,5.74
,Washington,53,2012,2012,15-19 years,15-19,35,5017,6.98
,Washington,53,2012,2012,20-24 years,20-24,109,18035,6.04
,Washington,53,2012,2012,25-29 years,25-29,120,25878,4.64
,Washington,53,2012,2012,30-34 years,30-34,116,24352,4.76
,Washington,53,2012,2012,35-39 years,35-39,57,11384,5.01
,Washington,53,2012,2012,40-44 years,40-44,19,2543,7.47
,Washington,53,2013,2013,15-19 years,15-19,33,4386,7.52
,Washington,53,2013,2013,20-24 years,20-24,83,17408,4.77
,Washington,53,2013,2013,25-29 years,25-29,117,25383,4.61
,Washington,53,2013,2013,30-34 years,30-34,93,24857,3.74
,Washington,53,2013,2013,35-39 years,35-39,47,11673,4.03
,Washington,53,2013,2013,40-44 years,40-44,18,2648,6.8
,Washington,53,2014,2014,15-19 years,15-19,22,4092,5.38
,Washington,53,2014,2014,20-24 years,20-24,83,17165,4.84
,Washington,53,2014,2014,25-29 years,25-29,123,26129,4.71
,Washington,53,2014,2014,30-34 years,30-34,101,25945,3.89
,Washington,53,2014,2014,35-39 years,35-39,57,12437,4.58
,West Virginia,54,2007,2007,15-19 years,15-19,36,2714,13.26
,West Virginia,54,2007,2007,20-24 years,20-24,50,6746,7.41
,West Virginia,54,2007,2007,25-29 years,25-29,40,6533,6.12
,West Virginia,54,2007,2007,30-34 years,30-34,23,3987,5.77
,West Virginia,54,2008,2008,15-19 years,15-19,25,2772,9.02
,West Virginia,54,2008,2008,20-24 years,20-24,59,6589,8.95
,West Virginia,54,2008,2008,25-29 years,25-29,37,6371,5.81
,West Virginia,54,2008,2008,30-34 years,30-34,23,3807,6.04
,West Virginia,54,2008,2008,35-39 years,35-39,15,1601,9.37
,West Virginia,54,2009,2009,15-19 years,15-19,24,2845,8.44
,West Virginia,54,2009,2009,20-24 years,20-24,66,6600,10
,West Virginia,54,2009,2009,25-29 years,25-29,39,6092,6.4
,West Virginia,54,2009,2009,30-34 years,30-34,23,3861,5.96
,West Virginia,54,2010,2010,15-19 years,15-19,18,2608,6.9
,West Virginia,54,2010,2010,20-24 years,20-24,60,6305,9.52
,West Virginia,54,2010,2010,25-29 years,25-29,46,5826,7.9
,West Virginia,54,2010,2010,30-34 years,30-34,18,3828,4.7
,West Virginia,54,2011,2011,15-19 years,15-19,22,2461,8.94
,West Virginia,54,2011,2011,20-24 years,20-24,49,6398,7.66
,West Virginia,54,2011,2011,25-29 years,25-29,34,6002,5.66
,West Virginia,54,2011,2011,30-34 years,30-34,17,4024,4.22
,West Virginia,54,2011,2011,35-39 years,35-39,10,1465,6.83
,West Virginia,54,2012,2012,15-19 years,15-19,24,2407,9.97
,West Virginia,54,2012,2012,20-24 years,20-24,49,6374,7.69
,West Virginia,54,2012,2012,25-29 years,25-29,38,6029,6.3
,West Virginia,54,2012,2012,30-34 years,30-34,23,4150,5.54
,West Virginia,54,2012,2012,35-39 years,35-39,13,1532,8.49
,West Virginia,54,2013,2013,15-19 years,15-19,27,2178,12.4
,West Virginia,54,2013,2013,20-24 years,20-24,45,6602,6.82
,West Virginia,54,2013,2013,25-29 years,25-29,38,5996,6.34
,West Virginia,54,2013,2013,30-34 years,30-34,29,4215,6.88
,West Virginia,54,2013,2013,35-39 years,35-39,11,1542,7.13
,West Virginia,54,2014,2014,15-19 years,15-19,16,1972,8.11
,West Virginia,54,2014,2014,20-24 years,20-24,43,6252,6.88
,West Virginia,54,2014,2014,25-29 years,25-29,41,5989,6.85
,West Virginia,54,2014,2014,30-34 years,30-34,21,4040,5.2
,West Virginia,54,2014,2014,35-39 years,35-39,16,1721,9.3
,Wisconsin,55,2007,2007,15-19 years,15-19,67,6243,10.73
,Wisconsin,55,2007,2007,20-24 years,20-24,148,16972,8.72
,Wisconsin,55,2007,2007,25-29 years,25-29,121,22573,5.36
,Wisconsin,55,2007,2007,30-34 years,30-34,77,17280,4.46
,Wisconsin,55,2007,2007,35-39 years,35-39,45,7960,5.65
,Wisconsin,55,2008,2008,15-19 years,15-19,65,6041,10.76
,Wisconsin,55,2008,2008,20-24 years,20-24,120,16875,7.11
,Wisconsin,55,2008,2008,25-29 years,25-29,136,22485,6.05
,Wisconsin,55,2008,2008,30-34 years,30-34,107,17454,6.13
,Wisconsin,55,2008,2008,35-39 years,35-39,51,7688,6.63
,Wisconsin,55,2008,2008,40-44 years,40-44,17,1539,11.05
,Wisconsin,55,2009,2009,15-19 years,15-19,62,5798,10.69
,Wisconsin,55,2009,2009,20-24 years,20-24,114,15958,7.14
,Wisconsin,55,2009,2009,25-29 years,25-29,124,22447,5.52
,Wisconsin,55,2009,2009,30-34 years,30-34,70,17577,3.98
,Wisconsin,55,2009,2009,35-39 years,35-39,42,7369,5.7
,Wisconsin,55,2010,2010,15-19 years,15-19,45,5100,8.82
,Wisconsin,55,2010,2010,20-24 years,20-24,109,14969,7.28
,Wisconsin,55,2010,2010,25-29 years,25-29,104,21565,4.82
,Wisconsin,55,2010,2010,30-34 years,30-34,85,18032,4.71
,Wisconsin,55,2010,2010,35-39 years,35-39,41,7189,5.7
,Wisconsin,55,2010,2010,40-44 years,40-44,14,1477,9.48
,Wisconsin,55,2011,2011,15-19 years,15-19,40,4504,8.88
,Wisconsin,55,2011,2011,20-24 years,20-24,104,14412,7.22
,Wisconsin,55,2011,2011,25-29 years,25-29,123,21696,5.67
,Wisconsin,55,2011,2011,30-34 years,30-34,90,18465,4.87
,Wisconsin,55,2011,2011,35-39 years,35-39,53,7119,7.44
,Wisconsin,55,2012,2012,15-19 years,15-19,37,4159,8.9
,Wisconsin,55,2012,2012,20-24 years,20-24,103,14121,7.29
,Wisconsin,55,2012,2012,25-29 years,25-29,120,21331,5.63
,Wisconsin,55,2012,2012,30-34 years,30-34,77,18757,4.11
,Wisconsin,55,2012,2012,35-39 years,35-39,31,7289,4.25
,Wisconsin,55,2012,2012,40-44 years,40-44,11,1492,7.37
,Wisconsin,55,2013,2013,15-19 years,15-19,44,3692,11.92
,Wisconsin,55,2013,2013,20-24 years,20-24,112,13684,8.18
,Wisconsin,55,2013,2013,25-29 years,25-29,98,20924,4.68
,Wisconsin,55,2013,2013,30-34 years,30-34,103,19311,5.33
,Wisconsin,55,2013,2013,35-39 years,35-39,49,7496,6.54
,Wisconsin,55,2013,2013,40-44 years,40-44,11,1399,7.86
,Wisconsin,55,2014,2014,15-19 years,15-19,36,3378,10.66
,Wisconsin,55,2014,2014,20-24 years,20-24,102,13435,7.59
,Wisconsin,55,2014,2014,25-29 years,25-29,112,21073,5.31
,Wisconsin,55,2014,2014,30-34 years,30-34,86,19901,4.32
,Wisconsin,55,2014,2014,35-39 years,35-39,37,7830,4.73
,Wisconsin,55,2014,2014,40-44 years,40-44,10,1425,7.02
,Wyoming,56,2007,2007,15-19 years,15-19,16,921,17.37
,Wyoming,56,2007,2007,20-24 years,20-24,22,2525,8.71
,Wyoming,56,2007,2007,25-29 years,25-29,13,2410,5.39
,Wyoming,56,2008,2008,15-19 years,15-19,12,879,13.65
,Wyoming,56,2008,2008,20-24 years,20-24,17,2525,6.73
,Wyoming,56,2008,2008,25-29 years,25-29,18,2521,7.14
,Wyoming,56,2009,2009,20-24 years,20-24,17,2315,7.34
,Wyoming,56,2009,2009,25-29 years,25-29,12,2537,4.73
,Wyoming,56,2010,2010,20-24 years,20-24,17,2229,7.63
,Wyoming,56,2010,2010,25-29 years,25-29,12,2425,4.95
,Wyoming,56,2011,2011,20-24 years,20-24,15,2113,7.1
,Wyoming,56,2011,2011,25-29 years,25-29,13,2411,5.39
,Wyoming,56,2011,2011,30-34 years,30-34,10,1581,6.33
,Wyoming,56,2012,2012,20-24 years,20-24,13,2047,6.35
,Wyoming,56,2012,2012,25-29 years,25-29,14,2486,5.63
,Wyoming,56,2013,2013,20-24 years,20-24,13,2119,6.13
,Wyoming,56,2013,2013,25-29 years,25-29,15,2513,5.97
,Wyoming,56,2014,2014,20-24 years,20-24,13,2069,6.28
,Wyoming,56,2014,2014,25-29 years,25-29,12,2525,4.75
,Wyoming,56,2014,2014,30-34 years,30-34,13,1773,7.33
